№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Идентификация ключевых переменных,Да,состояние,принцип избыточности,эндогенные/экзогенные,Уникально
2,Оценка устойчивости,Нет,состояние,принцип информационной энтропии,институциональные/неформальные,Уникально
3,Анализ исторических шоков,Условно,состояние,принцип минимальной сложности,циклические/каскадные,Уникально
4,Моделирование возмущения,Да,состояние,принцип оптимизации,явные/латентные,Уникально
5,Измерение восстановления,Нет,состояние,принцип цикличности,необходимые/возможные,Уникально
6,Определение пороговых значений,Условно,состояние,принцип управляемости,мгновенные/постепенные,Уникально
7,Анализ запасов и потоков,Да,состояние,эвристика экспертного суждения,дискретные/континуальные,Уникально
8,Разработка мер устойчивости,Нет,состояние,эвристика как сверху так и снизу,индивидуальные/коллективные,Уникально
9,Увеличение разнообразия и резервов,Условно,состояние,принцип разнообразия,эндогенные/экзогенные,Уникально
10,Управление связностью,Да,состояние,принцип связи всего со всем,институциональные/неформальные,Уникально
11,Управление медленными переменными,Нет,состояние,принцип устойчивости,циклические/каскадные,Уникально
12,Настройка обратных связей,Условно,состояние,принцип соответствия,явные/латентные,Уникально
13,Поощрение обучения и адаптации,Да,состояние,принцип междисциплинарности,необходимые/возможные,Уникально
14,Расширение участия заинтересованных,Нет,состояние,принцип обратного влияния,мгновенные/постепенные,Уникально
15,Разработка полицентрического управления,Условно,состояние,принцип адаптивных циклов,дискретные/континуальные,Уникально
16,Выявление точек рычага,Да,состояние,принцип резонанса,индивидуальные/коллективные,Уникально
17,Мониторинг индикаторов устойчивости,Нет,состояние,принцип целостности,эндогенные/экзогенные,Уникально
18,Проведение стресс-тестов,Условно,состояние,принцип обратной связи,институциональные/неформальные,Уникально
19,Сценарное планирование,Да,состояние,принцип самоорганизации,циклические/каскадные,Уникально
20,Создание планов восстановления,Нет,состояние,принцип гомеостаза,явные/латентные,Уникально
21,Интеграция устойчивости в политику,Условно,состояние,принцип эквифинальности,необходимые/возможные,Уникально
22,Моделирование перехода в новое состояние,Да,состояние,принцип адаптации,мгновенные/постепенные,Уникально
23,Управление трансформацией,Нет,состояние,закон сохранения энергии,дискретные/континуальные,Уникально
24,Обучение устойчивому поведению,Условно,состояние,принцип избыточности,индивидуальные/коллективные,Уникально
25,Оценка долгосрочных воздействий,Да,состояние,принцип информационной энтропии,эндогенные/экзогенные,Уникально
