№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Определение выхода системы,Нет,поведение,принцип оптимизации,необходимые/возможные,Уникально
2,Измерение выхода,Условно,поведение,принцип цикличности,мгновенные/постепенные,Уникально
3,Возврат сигнала на вход,Да,поведение,принцип управляемости,дискретные/континуальные,Уникально
4,Сравнение с заданием,Нет,поведение,эвристика экспертного суждения,индивидуальные/коллективные,Уникально
5,Вычисление ошибки,Условно,поведение,эвристика как сверху так и снизу,эндогенные/экзогенные,Уникально
6,Пропорциональное регулирование,Да,поведение,принцип разнообразия,институциональные/неформальные,Уникально
7,Интегральное регулирование,Нет,поведение,принцип связи всего со всем,циклические/каскадные,Уникально
8,Дифференциальное регулирование,Условно,поведение,принцип устойчивости,явные/латентные,Уникально
9,Настройка коэффициентов PID,Да,поведение,принцип соответствия,необходимые/возможные,Уникально
10,Измерение задержки,Нет,поведение,принцип междисциплинарности,мгновенные/постепенные,Уникально
11,Настройка фильтра,Условно,поведение,принцип обратного влияния,дискретные/континуальные,Уникально
12,Выявление положительных петель,Да,поведение,принцип адаптивных циклов,индивидуальные/коллективные,Уникально
13,Выявление отрицательных петель,Нет,поведение,принцип резонанса,эндогенные/экзогенные,Уникально
14,Оценка устойчивости,Условно,поведение,принцип целостности,институциональные/неформальные,Уникально
15,Адаптация усиления,Да,поведение,принцип обратной связи,циклические/каскадные,Уникально
16,Анализ насыщения,Нет,поведение,принцип самоорганизации,явные/латентные,Уникально
17,Реализация цифрового петлевого управления,Условно,поведение,принцип гомеостаза,необходимые/возможные,Уникально
18,Мониторинг колебаний,Да,поведение,принцип эквифинальности,мгновенные/постепенные,Уникально
19,Подстройка под внешние возмущения,Нет,поведение,принцип адаптации,дискретные/континуальные,Уникально
20,Документация настроек,Условно,поведение,закон сохранения энергии,индивидуальные/коллективные,Уникально
